Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
76092,31424,42.4,240507,92576,790,2.514002037
76093,1792,45.6,51316,25147,189,10.546875
76102,9282,35.5,72560,41787,1910,20.57746175
76103,15486,34.9,41972,20511,3564,23.01433553
76104,18344,30.4,31450,18249,6062,33.04622765
76105,22179,27.6,32296,13521,7127,32.13400063
76106,39900,28.7,40148,14330,8738,21.89974937
76107,30168,36.6,66259,55551,3609,11.96300716
76108,43169,35.6,68860,33397,4096,9.488290208
76109,23220,33.5,82640,59373,3382,14.56503015
76110,31926,31.1,51665,25086,6649,20.82628579
76111,22531,31.1,48989,19373,4183,18.56553193
76112,42572,34.3,45308,25282,8372,19.66550785
76114,26563,34.6,53689,22747,3733,14.05338252
76115,21319,28.2,38929,14097,5210,24.43829448
76116,50506,34.5,51068,32081,9883,19.56797212
76117,31068,33.9,49353,20627,4940,15.90060512
76118,16378,35.2,69848,33028,1289,7.870313836
76119,52070,31.1,37130,15431,13486,25.89975034
76120,18125,35.7,54012,26498,2728,15.05103448
76123,36245,33.9,85710,31528,2717,7.496206373
76126,23450,37.8,92827,46306,1013,4.319829424
76127,1946,37.3,87833,12636,0,0
76129,2519,19.5,-666666666,3029,0,0
76131,43542,32,85312,29727,1617,3.713655781
76132,27243,34.2,56655,45403,2860,10.49810961
76133,51505,35.6,57710,27575,8874,17.2293952
76134,26151,32.8,49493,22628,4258,16.28236014
76135,21973,36.2,63672,33215,2307,10.49924908
76137,60385,31.6,76877,30536,5166,8.555104745
76140,30723,33.2,52119,22402,4967,16.16704098
76148,23993,35.6,72572,27928,1795,7.481348727
76155,5813,30.4,57912,35372,486,8.360571134
76164,15488,33.1,35984,14580,4123,26.6206095
76177,11695,32.9,94352,38266,339,2.898674647
76179,65496,34.1,92742,34814,4204,6.418712593
76180,37524,36.4,59140,31078,2988,7.962903742
76182,31046,42.6,91998,43398,1602,5.160085035
76201,28601,22.9,33035,18374,6785,23.72294675
76205,21326,29.2,53949,28296,3736,17.51852199
76207,14588,38.8,68255,35186,1416,9.706608171
76208,24621,34.3,83358,35430,1865,7.574834491
76209,25689,30.7,54438,25373,4778,18.59940052
76210,45474,37.3,95499,37260,2642,5.809913357
76225,2857,36.4,64545,33210,249,8.715435772
76226,26761,41.2,138467,57742,973,3.635888046
76227,34036,35.2,94235,38340,2386,7.010224468
76228,994,47.5,58542,27918,138,13.8832998
76230,9896,45.2,53490,29366,1549,15.65278901
76233,3294,37.3,69107,30842,202,6.13236187
76234,16630,37.4,66409,33680,1605,9.651232712
76238,324,51.2,63333,30336,5,1.543209877
76239,1087,50,70739,39158,94,8.647654094
76240,28010,39.9,53045,28942,4498,16.05855052
76244,77496,33.4,105182,38384,2099,2.708526892
76245,1569,58.3,41406,28508,259,16.50732951
76247,13601,38.1,90971,35386,851,6.256892876
76248,39665,41.8,138519,57814,1186,2.990041598
76249,8317,40.2,75139,29878,653,7.851388722
76250,1157,43.4,102917,39168,27,2.333621435
76251,779,38.8,54091,26925,90,11.55327343
76252,2624,42.3,79737,39322,107,4.077743902
76253,291,36.2,55313,29869,6,2.06185567
76255,5311,43.7,42543,25279,889,16.73884391
76258,7010,44.2,65492,33596,590,8.416547789
76259,6045,33.5,82875,29893,681,11.26550868
76261,285,54,56250,26881,13,4.561403509
76262,39425,36.3,121352,51927,1958,4.966391883
76263,46,56.4,-666666666,49170,0,0
76264,1513,47,68616,32348,84,5.551883675
76265,1472,36.5,45417,32014,179,12.16032609
76266,16112,40.2,73554,34730,1177,7.305114201
76268,232,35.4,42917,18370,47,20.25862069
76270,1958,49.8,69554,29490,194,9.908069459
76271,1792,36.7,75714,31849,156,8.705357143
76272,4116,48.2,67270,37021,228,5.539358601
76273,9806,38.3,65721,25429,1031,10.51397104
76301,14757,35.9,29024,17905,4437,30.06708681
76302,13482,33.7,45596,25302,2737,20.30114226
76305,4261,48.4,64257,29434,531,12.46186341
76306,14980,36.3,45885,21448,2894,19.31909212
76308,19493,33.7,53734,32171,2904,14.89765557
76309,12991,36.7,48246,29417,2114,16.27280425
76310,19187,38.7,67068,31376,1550,8.078386407
76311,8987,20.5,65272,18662,36,0.400578614
76351,2068,39,47333,30836,350,16.9245648
76354,12114,40.8,50630,25644,1682,13.88476143
76357,569,31.9,51172,28327,23,4.042179262
76360,3545,49.3,36364,25964,756,21.325811
76363,534,39.5,61563,21172,126,23.59550562
76364,174,39.3,50417,22527,11,6.32183908
76365,4688,47.7,49698,28810,682,14.54778157
76366,1903,44.7,51932,35239,346,18.18181818
76367,14247,37.7,63026,18623,591,4.148241735
76370,232,57.6,58750,41907,24,10.34482759
76371,1367,39.9,49922,26001,212,15.50841258
76372,1166,32.2,46806,22300,298,25.55746141
76373,153,60.4,34861,20618,10,6.535947712
76374,3858,42.4,48214,23886,594,15.39657854
76377,555,54.1,36029,20890,87,15.67567568
76379,590,27.8,61250,20849,85,14.40677966
76380,3630,47.7,41127,23027,406,11.184573
76384,12179,39.3,44800,23865,2326,19.09844815
76388,235,52.9,48047,27705,35,14.89361702
76389,1257,43.9,74432,30468,66,5.250596659
76401,30003,28.1,52058,27423,5878,19.5913742
76402,953,19.7,-666666666,21622,0,0
76424,8721,37.9,44976,22639,1798,20.61690173
76426,12351,42.2,51845,25586,1463,11.84519472
76427,859,33.3,50341,23178,160,18.62630966
76429,133,40.6,-666666666,44195,18,13.53383459
76430,2288,44.1,45268,24257,274,11.97552448
76431,3630,37.3,51707,23541,607,16.72176309
76432,1314,47,43781,23812,156,11.87214612
76433,1796,45.8,72946,33409,52,2.89532294
76435,512,56.2,38125,23430,128,25
76436,227,36.9,76250,27626,62,27.31277533
76437,5818,40.8,45536,28272,454,7.803368855
76442,7909,46,55531,26994,543,6.865596156
76443,1914,45.7,35743,22430,252,13.1661442
76444,3339,46.5,45054,25772,609,18.23899371
76445,292,35.7,28320,19882,72,24.65753425
76446,7709,37.2,51563,27370,1397,18.12167596
76448,5196,41.4,36250,30714,1148,22.0939184
76449,2430,53.4,59796,35182,323,13.29218107
76450,13112,42.3,54873,30844,1148,8.755338621
76452,99,18.9,75000,15568,40,40.4040404
76453,1295,57.9,61583,39839,113,8.725868726
76454,1870,34.3,35583,14269,572,30.58823529
76455,1009,41.8,53917,26257,179,17.74033697
76457,4013,41.1,39854,24982,426,10.61549963
76458,6111,37.3,49276,23594,930,15.21845852
76459,270,30,91250,37756,49,18.14814815
76460,233,58.4,75221,28952,17,7.296137339
76462,3762,49.2,81047,33870,212,5.635300372
76463,412,51.5,37500,25047,32,7.766990291
76464,505,59.1,51667,27837,133,26.33663366
76466,149,53.2,-666666666,42741,0,0
76469,93,63.6,34583,22558,20,21.50537634
76470,3580,40.3,32500,18088,565,15.78212291
76471,1785,49.5,37833,23204,239,13.38935574
76472,1761,39.9,58591,31501,131,7.438955139
76474,171,65.6,63125,40395,10,5.847953216
76475,956,47.9,41667,20842,159,16.63179916
76476,2628,43.9,68333,32006,284,10.80669711
76481,189,16.1,26141,,154,81.48148148
76483,932,50.5,38698,30958,207,22.21030043
76484,916,52.1,58571,31601,56,6.113537118
76486,1125,49.8,53654,31664,44,3.911111111
76487,3058,36.7,67574,30267,585,19.13015043
76490,90,41.6,31563,22716,6,6.666666667
76491,347,52.3,-666666666,28205,34,9.798270893
76501,16710,40.9,46280,23215,3389,20.2812687
76502,42103,34.5,71393,33753,3708,8.806973375
76504,23756,33.6,42340,22014,5208,21.92288264
76508,7,18.9,-666666666,,0,0
76511,2505,36.4,41445,17411,277,11.05788423
76513,39411,33.9,67124,33162,4156,10.54527924
76518,1880,35.2,48491,22158,120,6.382978723
76519,487,15.3,48508,22987,0,0
76520,7722,44.4,40771,23196,1800,23.31002331
76522,36560,32.9,53547,26855,4527,12.38238512
76523,0,-666666666,-666666666,-666666666,0,
76524,3042,42.6,63770,28610,188,6.180144642
76525,1098,43.6,55625,28700,92,8.378870674
76527,2969,35.6,54940,29392,399,13.43886831
76528,17284,38.3,51744,23846,2029,11.73918075
76530,1874,45.8,55938,32012,286,15.26147279
76531,4728,49.5,54740,29065,931,19.69120135
76534,3046,35.7,60200,25021,477,15.65988181
76537,5782,31.5,79773,29926,280,4.842615012
76538,1025,36.7,82500,28826,128,12.48780488
76539,8608,46.4,66736,30350,600,6.970260223
76541,17691,29.6,31167,17458,4615,26.08671076
76542,51405,29.9,62751,27648,5371,10.44839996
76543,30268,29.3,41081,19881,5554,18.34941192
76544,23834,22.2,45179,19903,1861,7.808173198
76548,30510,34.8,74436,30824,3864,12.6647001
76549,52012,28.2,52933,22521,6445,12.39137122
76550,13412,40.7,54423,28374,1772,13.21204891
76554,2380,32.7,57679,21892,261,10.96638655
76556,1494,44.3,52917,37630,49,3.27978581
76557,5331,43.9,64261,30349,629,11.79891202
76559,6211,29.4,55000,23558,806,12.97697633
76561,1030,39.4,68571,27441,117,11.3592233
76565,138,37,38173,16660,0,0
76566,242,41.5,61875,26177,3,1.239669421
76567,9161,42.2,51484,23885,1331,14.52898155
76569,2681,37.6,66111,25084,291,10.8541589
76570,2700,42.8,46250,23011,695,25.74074074
76571,8630,41.2,85194,40590,635,7.358053302
76573,29,23.9,-666666666,11134,0,0
76574,19161,40.2,54060,27488,2381,12.42628255
76577,3187,44.6,60944,32251,363,11.39002196
76578,1482,37.4,70406,24366,119,8.029689609
76579,5223,33.2,63140,25098,541,10.35803178
76596,1250,38.5,-666666666,1550,0,0
76597,2657,43,-666666666,475,0,0
76598,479,33.9,-666666666,1165,0,0
76599,2339,38.9,-666666666,2137,0,0
76621,867,40.7,77125,37505,37,4.267589389
76622,1160,46.6,58988,26381,58,5
76623,259,43.3,66750,36875,29,11.1969112
76624,2015,42.1,73405,28355,321,15.93052109
76626,1386,33.6,56985,23922,167,12.04906205
76627,1511,35,62344,25374,94,6.221045665
76628,54,51.7,28125,19372,8,14.81481481
76629,1668,47.2,42847,29160,320,19.18465228
76630,1359,44.1,77564,23492,188,13.83370125
76631,692,32.5,70781,20835,68,9.826589595
76632,1613,40.3,44643,17601,244,15.12709237
76633,5290,41.5,94620,38159,175,3.308128544
76634,7431,51,55923,28616,1095,14.73556722
76635,1290,36,38947,21826,291,22.55813953
76636,1525,44.3,58889,31225,149,9.770491803
76637,540,47.5,50221,24656,94,17.40740741
76638,2910,42.6,80833,39460,175,6.013745704
76639,1318,43.6,43125,24551,173,13.12594841
76640,3567,37.1,41479,21602,1065,29.85702271
76641,1575,47.8,40357,20932,333,21.14285714
76642,6949,39.1,45761,24307,1154,16.606706
76643,14523,38.8,72077,32834,1011,6.961371617
76645,10568,37.2,48095,22506,1236,11.69568509
76648,2887,44.5,53575,24346,651,22.5493592
76649,596,52.6,46442,37163,68,11.40939597
76650,186,36.7,54643,18890,0,0
76651,3250,37.7,56607,24963,310,9.538461538
76652,1349,49,45216,20394,302,22.3869533
76653,1279,43,52917,24147,206,16.10633307
76654,139,58.1,27917,16768,47,33.81294964
76655,8312,41.1,97760,36416,604,7.266602502
76656,2446,34.9,57292,24387,257,10.50695012
76657,10108,38.3,80525,40855,720,7.123070835
76660,561,35.3,50568,21205,61,10.87344029
76661,7755,37.3,24970,12364,2712,34.97098646
76664,3688,34.5,46406,22105,550,14.9132321
76665,2417,47.5,49375,26001,440,18.2043856
76666,268,35.4,51528,21969,44,16.41791045
76667,11098,38.5,44241,21477,2363,21.29212471
76670,1517,38.7,47059,22086,216,14.23862887
76671,1621,50.7,48427,29453,249,15.36088834
76673,1706,27.5,47717,20337,569,33.35287222
76676,281,42.4,52778,21402,8,2.846975089
76678,260,34.3,40326,17780,36,13.84615385
76679,1435,43.6,56354,25562,284,19.79094077
76680,279,37.8,-666666666,35337,29,10.39426523
76681,801,41.8,40556,20973,172,21.47315855
76682,2846,40.8,59609,26142,297,10.43569923
76685,40,72.4,53824,37268,0,0
76686,195,48.9,37500,23540,31,15.8974359
76687,1879,54.5,46220,24729,199,10.59073976
76689,3565,39.4,56741,26368,303,8.499298738
76690,1101,31.7,38036,21663,316,28.70118074
76691,6333,44.2,63881,29274,646,10.20053687
76692,10252,49.5,51409,30920,979,9.549356223
76693,1492,36.5,37500,18740,329,22.05093834
76701,1895,30.4,34500,26900,465,24.53825858
76704,7956,29.8,21398,12629,3746,47.08396179
76705,31734,33,44338,19588,5978,18.83783954
76706,39221,22.5,34070,18319,12672,32.3092221
76707,15688,28.5,29235,15449,5554,35.40285569
76708,27964,34.7,51432,24382,4821,17.24002289
76710,24837,36.8,44983,30615,3685,14.83673552
76711,9988,32.1,46926,19801,1912,19.14297157
76712,25525,40.4,71929,36895,1207,4.728697356
76798,1591,19.2,-666666666,2206,0,0
76801,25011,38.6,46388,26435,3404,13.61001159
76802,5251,39.9,60250,29064,481,9.16015997
76820,88,68.5,155714,89522,0,0
76821,4561,46.3,44643,22999,624,13.68121026
76823,3024,47.7,48807,23829,246,8.134920635
76824,9,-666666666,-666666666,,9,100
76825,6908,41.6,48017,23358,1114,16.12623046
76827,418,45.5,55313,25471,20,4.784688995
76828,240,59.7,75313,28179,17,7.083333333
76831,0,-666666666,-666666666,-666666666,0,
76832,728,43.7,37000,33716,57,7.82967033
76834,5310,45.8,45706,25986,636,11.97740113
76836,0,-666666666,-666666666,-666666666,0,
76837,2440,42.5,34844,14915,218,8.93442623
76841,19,-666666666,-666666666,,0,0
76842,242,66.3,41579,20964,0,0
76844,3534,52.3,51000,28626,585,16.55348048
76845,288,49.3,66563,35790,13,4.513888889
76848,48,74.4,35125,20142,7,14.58333333
76849,3785,49.2,43231,27616,885,23.38177015
76852,268,51.9,56607,30776,27,10.07462687
76853,1456,43.6,57963,23932,138,9.478021978
76854,220,71.3,27019,27208,71,32.27272727
76856,3735,43.9,40170,29058,423,11.3253012
76857,1761,50.2,43261,44357,203,11.52754117
76858,292,54.3,34306,19178,60,20.54794521
76859,2015,51.1,36059,25188,269,13.34987593
76861,1945,34.4,65313,29148,163,8.380462725
76862,207,51.4,63833,31487,2,0.966183575
76864,821,57.1,37543,24833,78,9.500609013
76865,151,67.9,-666666666,33328,9,5.960264901
76866,537,56.4,73750,43249,42,7.82122905
76869,64,65.8,30875,26456,18,28.125
76870,270,39.6,56875,23493,53,19.62962963
76871,657,54.5,55417,35047,88,13.39421613
76872,770,51.9,56875,34205,106,13.76623377
76873,60,81.4,58098,32890,4,6.666666667
76874,0,-666666666,-666666666,-666666666,0,
76875,525,50.8,45375,32074,29,5.523809524
76877,4371,38.2,44268,21894,585,13.38366507
76878,1688,47.7,51802,32991,273,16.17298578
76882,214,63.7,34875,24950,58,27.10280374
76884,115,46.2,46719,23232,25,21.73913043
76885,216,14.7,-666666666,14189,9,4.166666667
76887,82,59.6,-666666666,28499,19,23.17073171
76888,151,59.2,-666666666,20508,38,25.16556291
76890,982,47.5,63542,30183,44,4.480651731
76901,31667,35.7,57406,30498,4637,14.64300376
76903,31248,36.9,37455,20891,5722,18.31157194
76904,36178,33.5,66454,37217,3047,8.422245564
76905,12206,30.6,59042,24846,1386,11.35507128
76908,2554,21,-666666666,35777,0,0
76930,107,56.6,61250,27257,9,8.411214953
76932,3819,29.1,74342,25260,416,10.8929039
76933,1209,45.6,48548,25880,115,9.511993383
76934,1084,36.8,52813,22344,225,20.75645756
76935,1791,41.6,77829,32293,22,1.228364042
76936,2983,36.2,53229,26560,467,15.65538049
76937,15,-666666666,-666666666,,0,0
76939,0,-666666666,-666666666,-666666666,0,
76940,113,48.4,-666666666,24036,36,31.85840708
76941,1455,40.5,43594,25598,232,15.94501718
76943,3420,40.4,45568,26013,639,18.68421053
76945,1798,47.5,42895,24722,250,13.90433815
76949,12,34,-666666666,16833,5,41.66666667
76950,3867,38.5,54271,27219,552,14.2746315
76951,1231,40.8,59868,28757,29,2.355808286
76953,101,52.4,-666666666,21700,0,0
76955,192,34.6,94107,28335,0,0
76957,134,6.8,-666666666,,0,0
76958,183,59.6,-666666666,46084,3,1.639344262
77002,15613,33.4,71369,35779,1686,10.7986934
77003,9707,34.4,72295,43110,2741,28.23735449
77004,37294,28.5,51309,33351,7141,19.1478522
77005,28572,36.8,192380,104438,896,3.135937281
77006,22580,34.3,85956,72843,1723,7.63064659
77007,40080,33.1,125653,84563,2092,5.219560878
77008,34895,34.5,108644,71336,1978,5.668433873
77009,36147,36.9,56316,41937,6933,19.18001494
77010,890,54.8,250001,224823,60,6.741573034
77011,17447,35.3,31314,16860,6229,35.70241302
77012,19597,33.6,39489,15658,4584,23.39133541
77013,19198,33.3,38665,16324,4291,22.35128659
77014,37488,30.8,50938,21479,7115,18.97940674
77015,56477,30.2,47371,19380,12175,21.55744816
77016,30741,35.8,36335,16861,8130,26.44676491
77017,32985,32,49994,20094,6289,19.06624223
77018,28229,37.8,90422,52450,4516,15.99773283
77019,22057,36.3,116207,102728,2115,9.588792674
77020,26357,33.5,32207,15925,8396,31.8549152
77021,26214,34.8,37913,25098,7492,28.58014801
77022,27924,33.9,31183,14892,9135,32.71379459
77023,29138,33.5,41583,21713,7562,25.95236461
77024,38190,43,123274,93063,2554,6.687614559
77025,28540,37.3,76772,61881,3246,11.37351086
77026,21300,37.5,28678,16451,7220,33.89671362
77027,18323,32.9,98463,89934,1372,7.487856792
77028,17425,37,29014,14661,5072,29.10760402
77029,17781,35.3,38183,16842,4822,27.11883471
77030,11229,34.5,90075,69659,1367,12.1738356
77031,18058,33.5,48029,23738,3850,21.3201905
77032,14535,24.9,32473,13422,5941,40.87375301
77033,30558,33.1,38162,16050,8498,27.80941161
77034,40635,28.9,51608,20715,7208,17.73840285
77035,36931,33.9,44382,28219,8369,22.66117896
77036,74472,30.6,30952,16930,24642,33.08894618
77037,18966,33.7,43180,14666,5385,28.39291363
77038,31912,28.9,41052,16686,8605,26.96477814
77039,28877,27.6,36769,13601,9510,32.93278388
77040,47823,34.2,59453,31115,5966,12.47516885
77041,33941,38.6,87489,43510,2715,7.999175039
77042,41734,31.8,49726,35395,7664,18.3639239
77043,24803,34.8,64810,34571,3363,13.55884369
77044,48783,30.5,80503,31642,5020,10.29047004
77045,36532,31.2,57843,19528,5366,14.68849228
77046,1207,48.9,87891,101157,16,1.325600663
77047,32616,32.1,67725,26991,3917,12.00944322
77048,18383,33.5,41300,20493,4444,24.17450906
77049,36434,28.9,62994,23574,4542,12.46637756
77050,4741,38.1,48500,18610,988,20.83948534
77051,17221,31.9,30646,16847,6070,35.24766274
77053,31650,31.8,50368,19286,6639,20.97630332
77054,23267,29.8,50827,34422,4910,21.10284953
77055,44671,34.4,55591,39961,9802,21.94264736
77056,22056,39.9,108359,96897,1288,5.839680812
77057,41690,35.6,62644,53950,6506,15.60566083
77058,16120,32.8,55035,37073,2576,15.98014888
77059,17254,44.4,139163,62117,593,3.436884201
77060,45642,27.4,31006,13056,15022,32.91266816
77061,26253,30.8,41980,20136,5257,20.02437817
77062,26477,37.3,95564,43960,2222,8.392189447
77063,39249,32.4,46324,33443,8196,20.88206069
77064,48637,34.6,71754,30504,6156,12.65703066
77065,37793,35.3,57370,32117,3679,9.734606938
77066,35676,34.9,61930,24059,4844,13.57775535
77067,35227,28.5,43282,17516,8467,24.03554092
77068,11011,39.9,83803,38786,1196,10.86186541
77069,19345,41,67470,50044,1476,7.629878522
77070,53057,35.7,66569,36575,4970,9.367284241
77071,28888,36.3,48532,26242,4259,14.74314594
77072,61122,33.1,41228,16849,13266,21.70413272
77073,39939,31.1,50931,21851,5020,12.56916798
77074,40978,30.5,42776,18474,11306,27.59041437
77075,44517,30.1,54819,20588,7038,15.80969068
77076,36009,28.4,38346,14051,11082,30.77563942
77077,59588,34.6,65193,48197,6483,10.87970732
77078,15663,33.1,40298,17121,2897,18.49581817
77079,34122,37.5,91375,57241,3113,9.123146357
77080,45586,32.3,48547,23781,10678,23.4238582
77081,53031,29,33502,18439,18449,34.78908563
77082,55056,34.6,51943,29832,9377,17.03174949
77083,78298,34,54425,21247,11270,14.39372653
77084,107673,33.1,64133,27533,12999,12.07266446
77085,17991,32.7,57167,22445,2096,11.65026958
77086,28636,31.1,48211,17319,6141,21.44503422
77087,37886,30.7,39800,16098,9058,23.90856781
77088,55734,33.6,42489,18706,11578,20.77367496
77089,54751,34.5,69617,27264,6543,11.95046666
77090,40761,28.4,39808,22133,8727,21.41017149
77091,27750,32.7,36098,18992,6898,24.85765766
77092,38458,32.6,39536,21866,12062,31.3640855
77093,47135,29.6,31301,12506,17197,36.48456561
77094,10271,41.3,178354,67103,210,2.044591568
77095,70692,37.3,92225,38969,5100,7.21439484
77096,32682,37.1,65608,44318,4272,13.07141546
77098,13818,34.2,91138,84897,1008,7.294832827
77099,52294,31.5,40802,18587,11664,22.3046621
77201,0,-666666666,-666666666,-666666666,0,
77301,34169,31.7,46875,21337,6260,18.32070005
77302,18658,37.6,77215,33734,2292,12.28427484
77303,20655,35.5,55311,25791,2734,13.23650448
77304,33364,34.6,64516,39230,2618,7.846780962
77306,13569,31.7,50045,21540,2188,16.12499079
77316,26119,39.4,103875,43849,1350,5.168651173
77318,16303,45.6,61392,33379,1514,9.286634362
77320,36122,41.1,51990,18314,3460,9.57865013
77326,37,-666666666,-666666666,,22,59.45945946
77327,23274,33,42304,20451,4513,19.39073644
77328,14438,36.2,53054,23127,2215,15.34146004
77331,7971,52.6,43642,27707,924,11.59202108
77334,358,38.5,42950,25372,19,5.30726257
77335,2972,47.1,55516,30740,270,9.084791386
77336,13156,35.5,68596,32637,1344,10.21587109
77338,43558,32,56638,23390,5062,11.62128656
77339,40133,39.2,75080,40586,3683,9.17698652
77340,31352,26.5,36604,17656,8324,26.55014034
77342,0,-666666666,-666666666,-666666666,0,
77345,27993,42.2,137519,56230,512,1.829028686
77346,66805,34.8,104829,40259,3909,5.851358431
77350,135,52.3,-666666666,21456,15,11.11111111
77351,34366,43.7,50318,24865,5496,15.99255078
77354,37058,37.8,89489,43704,4202,11.33898214
77355,29281,40.6,88042,37178,1965,6.710836379
77356,26987,49,92378,54875,1812,6.714343943
77357,27721,30.7,62321,27876,4378,15.79308106
77358,5565,35.2,56250,27663,682,12.25516622
77359,425,58.5,48472,17537,223,52.47058824
77360,5115,49.5,48186,24858,803,15.69892473
77362,6435,35.7,74681,28529,1276,19.82905983
77363,2853,51.9,43316,33884,438,15.35226078
77364,1828,62.3,32240,28516,221,12.08971554
77365,36755,34.9,79320,35915,3466,9.430009523
77367,80,60.7,-666666666,20004,20,25
77368,223,71.1,-666666666,23319,0,0
77369,555,54.2,46064,26602,140,25.22522523
77371,8036,38,42348,19673,1334,16.60029866
77372,14116,33,62245,23006,1971,13.962879
77373,61501,34.8,71424,28638,6025,9.796588673
77374,536,57.2,-666666666,24247,169,31.52985075
77375,55759,33.5,78164,35927,4163,7.466059291
77376,569,47,39952,19237,93,16.34446397
77377,38469,36.4,96994,39142,1399,3.636694481
77378,17616,34.7,55508,23811,3483,19.77179837
77379,81368,39.1,103359,46166,4540,5.579589028
77380,25761,39,73457,59937,2061,8.00046582
77381,36160,44.6,117661,65640,1990,5.503318584
77382,41581,39.2,138281,62871,999,2.402539621
77384,19467,38.5,87311,47445,1103,5.66599887
77385,25160,35.1,95126,39117,1418,5.635930048
77386,57421,32.4,114665,42735,2553,4.446108567
77388,50701,36.4,93290,38741,3330,6.567917793
77389,38222,34.7,126473,50001,2024,5.295379624
77396,58396,32.8,69208,30444,6094,10.43564628
77401,19372,44.8,193950,99622,451,2.328102416
77406,49261,37.9,124705,42992,2805,5.69415968
77407,60000,31.8,101612,34145,3145,5.241666667
77412,44,31,-666666666,24655,0,0
77414,23982,38.2,51559,26338,4563,19.02677008
77415,88,24.2,-666666666,18272,0,0
77417,2550,43,44474,22225,609,23.88235294
77418,10537,45.4,60568,30906,1168,11.08474898
77419,1253,30.9,51852,25913,216,17.23862729
77420,2695,37,55385,22340,171,6.345083488
77422,13194,39.9,56064,26411,1531,11.60375928
77423,12377,33,61178,26272,1662,13.42813283
77426,2524,46.6,72656,30824,377,14.93660856
77428,0,-666666666,-666666666,-666666666,0,
77429,88628,36,107033,42734,3424,3.8633389
77430,2078,36.7,80889,34749,194,9.335899904
77432,47,-666666666,-666666666,,19,40.42553191
77433,90657,32.9,112468,40657,4446,4.904199345
77434,4740,36.5,38482,23194,795,16.7721519
77435,4031,39.5,60250,30901,393,9.749441826
77436,54,31.4,-666666666,,0,0
77437,16913,35.9,49090,27733,3114,18.41187252
77440,27,-666666666,-666666666,,0,0
77441,12559,39.9,165603,60132,451,3.591050243
77442,996,43.6,49250,23152,187,18.7751004
77443,300,30.6,-666666666,,0,0
77444,534,36.1,-666666666,23754,133,24.90636704
77445,14200,30.2,44190,21854,2896,20.3943662
77446,6520,20.3,24118,6563,1298,19.90797546
77447,16246,32.7,76343,31319,2055,12.64926751
77448,131,35.2,-666666666,28657,15,11.45038168
77449,128294,31.7,78112,26695,8971,6.992532776
77450,73692,37.8,96526,45263,4529,6.145850296
77451,53,45.2,28333,10068,17,32.0754717
77453,393,10.8,26151,8817,279,70.99236641
77454,0,-666666666,-666666666,-666666666,0,
77455,2194,42.2,56696,24698,275,12.53418414
77456,1384,33.9,39926,23829,273,19.72543353
77457,488,56.9,31563,17753,115,23.56557377
77458,210,46.6,-666666666,28734,0,0
77459,72788,38.4,112368,46347,2298,3.15711381
77460,39,10.7,-666666666,,0,0
77461,11447,39.4,73952,30610,1102,9.6269765
77464,99,65.8,59844,56969,6,6.060606061
77465,7151,37.4,44946,22811,1204,16.83680604
77466,511,42.5,61193,29437,70,13.69863014
77467,17,-666666666,-666666666,,0,0
77468,39,-666666666,-666666666,,0,0
77469,53992,36,81374,34287,3635,6.732478886
77470,374,42.6,49886,20833,50,13.36898396
77471,41212,31.8,52764,22048,6240,15.141221
77473,77,46.8,-666666666,15100,0,0
77474,12487,37.7,69956,28214,1610,12.89340915
77475,790,55.8,68324,34745,54,6.835443038
77476,204,37.6,-666666666,27125,55,26.96078431
77477,35830,34,59910,26664,5349,14.92883059
77478,25721,46.8,92327,54958,1840,7.153687648
77479,93848,39.9,140394,54614,3960,4.219589123
77480,8055,44.1,60423,27946,1269,15.75418994
77481,35,84.2,-666666666,31474,23,65.71428571
77482,1779,48.8,43060,26856,281,15.79539067
77483,309,20,-666666666,13114,88,28.4789644
77484,10875,35.5,64846,28773,1377,12.66206897
77485,4627,38.3,52328,23255,796,17.20337152
77486,7491,38.1,79231,33337,394,5.259644907
77488,14525,39.4,44400,22090,2832,19.49741824
77489,38242,36.6,68646,27228,3475,9.086867842
77493,36334,34.7,90861,33308,1800,4.954037541
77494,118291,35.2,135943,50557,4944,4.179523379
77498,51293,35.6,80748,32349,4276,8.336420174
77502,38199,30.7,52081,18753,7141,18.69420665
77503,24808,30.3,51312,19438,3667,14.78152209
77504,24954,32.6,48455,24603,4782,19.1632604
77505,24223,33.9,82628,34035,1678,6.9273005
77506,38765,28.9,41804,15762,8891,22.93563782
77507,312,33.7,-666666666,39254,60,19.23076923
77510,14485,41,78828,35126,1468,10.13462202
77511,47556,35.8,64932,28807,5931,12.47161241
77514,5127,38.9,45714,23103,937,18.27579481
77515,32469,38.4,64778,28603,3356,10.33601281
77517,5677,43.3,64680,30302,284,5.002642241
77518,10856,33.6,46063,24130,2355,21.69307296
77519,1066,55.4,53971,27575,40,3.752345216
77520,35350,33.2,50461,23578,6362,17.99717115
77521,60164,32.3,72665,29371,7192,11.95399242
77523,23501,32.2,113000,40341,2730,11.61652696
77530,33437,31.5,61149,21496,5650,16.89744893
77531,16228,33.7,62892,30448,2065,12.72491989
77532,29963,39.1,67824,32074,3297,11.00357107
77533,938,39,44563,28448,108,11.51385928
77534,2256,40.6,95890,38722,96,4.255319149
77535,34537,36.9,54638,23060,2908,8.41995541
77536,32146,36.1,81960,33569,2375,7.38816649
77538,1042,43,57778,29993,127,12.18809981
