Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
32697,253,24.6,38036,14779,96,37.94466403
32701,22940,38.4,55137,31733,3317,14.45945946
32702,2796,54.6,44470,25865,622,22.24606581
32703,53763,36.1,51257,25080,8308,15.45300671
32707,36036,40,54941,28041,5158,14.31346431
32708,45323,43.3,70469,38176,3691,8.143768065
32709,1832,51.6,54911,37037,83,4.530567686
32712,48151,40.7,79252,32581,3981,8.267741065
32713,20892,49,63594,32655,1860,8.902929351
32714,37981,37.6,52626,30649,4537,11.94544641
32720,32421,45.3,49195,25869,4082,12.59060485
32724,36961,44.9,49722,27526,6169,16.69056573
32725,49923,39.3,52577,23177,5460,10.93684274
32726,22485,40.2,45405,22629,4406,19.59528575
32730,5943,44.2,45288,28522,1033,17.38179371
32732,4576,50.3,79087,37822,362,7.910839161
32735,4728,49.5,57680,27928,157,3.320642978
32736,10848,44.5,79327,35355,625,5.761430678
32738,45611,36.8,53961,22355,6321,13.85849905
32744,3807,47.5,46307,29228,375,9.850275808
32746,45244,41.2,87581,45901,2999,6.628503227
32750,25025,42.4,71585,33906,2167,8.659340659
32751,22471,39.1,76108,41047,2787,12.40265231
32754,10984,50.6,54336,26883,1719,15.65003642
32757,27990,47.5,57106,33318,3509,12.53662022
32759,3014,56.4,42500,23932,666,22.09688122
32763,23277,44.5,45590,25681,2793,11.99896894
32764,3165,52,72148,33408,230,7.266982622
32765,64268,34.9,81459,35307,6209,9.661106616
32766,16855,39.5,113471,41354,879,5.215069712
32767,3334,44.3,47869,22200,569,17.06658668
32771,56266,37.1,61983,31464,8621,15.321864
32773,31225,35.1,46353,24489,4731,15.15132106
32776,12029,40.6,74113,32757,756,6.284811705
32778,22454,52.1,48441,28162,2423,10.79095039
32779,29603,46,93635,51010,1830,6.181805898
32780,36116,48.2,51632,29711,5324,14.74138886
32784,12371,41.1,51519,26157,1589,12.84455582
32789,26483,45.5,79759,66741,1939,7.321678058
32792,51659,35.2,52220,30338,8591,16.63020964
32796,20609,49.8,49165,27489,3341,16.21136397
32798,2882,66.4,48086,28930,41,1.422623178
32801,12243,35.4,57266,58452,2366,19.32532876
32803,20148,38,75474,53166,1757,8.720468533
32804,18023,40.2,79707,55227,1805,10.01498086
32805,18908,41.4,27530,19210,5023,26.56547493
32806,27661,37.7,65987,38672,3684,13.31839051
32807,34749,36.2,45989,21133,6219,17.8969179
32808,59291,30.7,36913,17789,15916,26.84387175
32809,29095,35.1,44479,22526,5903,20.2887094
32810,37861,33.4,51355,23839,6635,17.52462957
32811,41057,30.8,38768,20496,8794,21.41900285
32812,35855,38,55131,31547,5489,15.308883
32814,8021,36,94581,67703,485,6.046627603
32817,35737,30.1,62421,27505,6293,17.60920055
32818,58198,33.3,45795,18416,12098,20.78765593
32819,27840,39.3,73088,40917,2667,9.579741379
32820,10442,34.5,95089,33755,1149,11.00363915
32821,17680,33.1,55965,30429,2086,11.79864253
32822,61760,35.9,41350,19910,14055,22.75744819
32824,46482,36.4,67303,25739,4481,9.640290865
32825,61289,35,61236,26276,8596,14.02535528
32826,35981,20.9,47462,14768,4671,12.98185153
32827,9427,37.1,83125,41659,770,8.168028005
32828,69497,33.9,77284,30846,7748,11.14868268
32829,20376,35.3,75563,27024,1405,6.895367099
32830,6,-666666666,-666666666,,0,0
32831,3228,37.5,38875,4055,0,0
32832,27919,34.4,89673,38155,1915,6.859128192
32833,9857,41.7,67554,29904,791,8.024753982
32835,48078,32.2,56927,29743,5494,11.42726403
32836,20053,38.7,102714,64954,1339,6.677305141
32837,51310,36.4,63339,26336,6416,12.50438511
32839,52886,32,39993,18989,10313,19.5004349
32901,25089,45.7,39809,24784,5230,20.84578899
32903,14557,50,80181,48864,896,6.155114378
32904,32138,42.7,66086,31090,3359,10.45180161
32905,23302,42.3,40583,22324,4066,17.449146
32907,45037,41.3,54951,23644,4422,9.818593601
32908,13397,33.4,57816,20455,2133,15.92147496
32909,31251,40,51226,24887,4139,13.24437618
32920,10283,57.7,55156,43446,1030,10.01653214
32922,16709,36.3,31850,19601,4788,28.65521575
32925,1533,27.5,56591,25455,154,10.0456621
32926,21915,49.3,51896,28320,2827,12.89984029
32927,27377,41.9,61633,28965,3275,11.96259634
32931,13771,58.2,59874,49562,806,5.852879239
32934,19105,50.5,71891,43493,1121,5.867573934
32935,41209,42.8,49611,28337,6153,14.93120435
32937,27551,48.3,73702,42378,2244,8.144894922
32940,42171,49.8,71812,41145,2085,4.944155937
32948,7564,31.9,39852,15765,1006,13.29984135
32949,2468,48.3,71094,34453,90,3.646677472
32950,4522,52.3,68425,33337,429,9.486952676
32951,11974,59.5,74143,46606,638,5.328211124
32952,20966,50.9,75256,41291,1462,6.973194696
32953,23939,49,62310,35071,3033,12.66970216
32955,38889,46.8,73167,35568,2722,6.999408573
32958,28617,56.5,53607,29833,3236,11.3079638
32960,22036,46.5,40529,28011,2862,12.98783808
32962,26459,48.8,48841,26890,2988,11.2929438
32963,15027,68.6,112755,105197,608,4.046050443
32966,18462,59.7,50172,32631,1651,8.942693099
32967,22319,49.4,51625,30383,4103,18.38344012
32968,13154,48.1,78948,34745,793,6.028584461
32970,369,56.6,13375,8694,171,46.34146341
32976,9092,66.6,37577,27945,1037,11.40563132
33001,331,65.3,50216,29171,68,20.54380665
33004,16082,41,42469,31852,3014,18.74145007
33009,41578,45,38665,28342,8372,20.13564866
33010,45246,45.6,30000,17092,9826,21.71683685
33012,73828,46.3,31320,17826,18879,25.57159885
33013,31712,47.3,36280,17988,7248,22.85570131
33014,41924,42.7,42700,23440,8494,20.26047133
33015,67191,38.7,53046,22875,9783,14.55998571
33016,51700,40.6,49526,22983,8328,16.10831721
33018,53419,40.3,66889,25012,5039,9.432973287
33019,13729,53,80000,60265,1210,8.813460558
33020,45147,39.9,43494,25229,8246,18.2647795
33021,49941,42.2,60289,33216,4723,9.457159448
33023,73973,35.6,52783,20511,11209,15.15282603
33024,76508,37.2,61470,27514,8056,10.52961782
33025,73428,36.2,58483,25978,8696,11.84289372
33026,31891,43.4,80232,36674,2171,6.807563262
33027,60679,42.5,63414,32065,7199,11.86407159
33028,26848,40.3,104271,40148,1166,4.342967819
33029,48161,40,113082,38037,2513,5.21791491
33030,35303,30.2,39925,16338,9993,28.30637623
33031,7124,36.6,78547,32446,413,5.797304885
33032,50135,32.7,54420,19502,9815,19.57714172
33033,58427,32.3,49485,18123,12949,22.16269875
33034,22142,31.1,35529,10559,8106,36.60915906
33035,16159,32.4,70608,25720,2973,18.39841574
33036,3496,55.6,83261,63329,333,9.525171625
33037,10816,54.2,67917,49508,1720,15.90236686
33039,280,34.8,72500,26827,60,21.42857143
33040,34471,40.7,69702,41716,3732,10.82649183
33042,6623,54.6,86739,60252,466,7.036086366
33043,4933,53.6,58571,36247,535,10.84532739
33050,9443,49.2,57537,41395,1085,11.48999259
33051,534,65.7,100192,83889,4,0.74906367
33054,31797,33.3,26919,14606,10708,33.67613297
33055,40883,40.5,45306,17593,8248,20.17464472
33056,36110,35.9,41769,17234,8153,22.57823318
33060,37612,40.4,44647,24978,9380,24.9388493
33062,22692,60.2,64812,55251,2362,10.4089547
33063,54707,46.5,46450,28365,6420,11.73524412
33064,61293,38.8,53238,28421,11035,18.00368721
33065,58171,35.6,55686,24435,8134,13.98291245
33066,16752,58.7,50674,34179,1448,8.643744031
33067,27358,40.8,103337,49234,968,3.538270341
33068,52749,35.7,45613,21160,9567,18.13683672
33069,28138,41,49732,26554,3725,13.2383254
33070,5132,50.1,73676,52580,217,4.228371005
33071,39402,38,91999,37862,3556,9.024922593
33073,35378,34.7,77158,32309,2678,7.56967607
33076,39091,40,136343,55190,1797,4.596966054
33101,0,-666666666,-666666666,-666666666,0,
33109,408,71.3,200577,216127,42,10.29411765
33122,205,29.9,52321,30740,22,10.73170732
33125,61156,41.8,27544,15783,17484,28.58918176
33126,52986,44,37241,19605,11373,21.46416034
33127,31902,36,30633,15264,9916,31.08269074
33128,7992,45.1,19482,14616,2478,31.00600601
33129,13750,40.3,78105,58614,1780,12.94545455
33130,29737,37.8,34937,32570,7064,23.75491812
33131,18477,35.2,101248,81406,1522,8.237267955
33132,13849,35.6,80577,58158,1614,11.65427107
33133,35592,42.6,66683,54994,5330,14.97527534
33134,40265,44.9,68868,43777,4206,10.4457966
33135,38920,44.4,27857,17556,10110,25.97636177
33136,15848,36.4,26336,17597,5839,36.84376577
33137,22955,35.5,63650,43210,3520,15.33434981
33138,30221,40.4,51262,38017,4988,16.50507925
33139,39427,39.9,53327,60179,5999,15.21546149
33140,19938,43.8,76960,68827,1554,7.794161902
33141,39768,40.8,49861,36640,5704,14.3431905
33142,59073,37.2,26424,14578,19866,33.62957696
33143,31056,39.5,67042,52486,3454,11.12184441
33144,29344,48.1,48632,24349,3656,12.45910578
33145,30713,45.6,54288,32631,3686,12.00143262
33146,16473,23.2,117500,57492,931,5.651672434
33147,47811,36.2,32808,15377,13687,28.62730334
33149,12943,42.5,151190,79171,633,4.890674496
33150,29652,36.1,29782,16595,8775,29.59328207
33154,14634,43.4,76690,54909,1696,11.58944923
33155,46617,43.6,68699,33628,5902,12.66061737
33156,33514,42.3,117491,71179,2555,7.623679656
33157,67455,37.8,65099,29389,9155,13.57201097
33158,6469,44.6,170673,76620,127,1.963209151
33160,39615,49.6,51790,48469,4668,11.78341537
33161,56130,34.6,40093,18418,12525,22.31427044
33162,47123,34.9,45080,19494,7936,16.84103304
33165,55822,44.6,53998,25461,7804,13.98015119
33166,24346,40.2,54362,27256,2810,11.54193707
33167,20582,37.2,37474,16196,4334,21.05723448
33168,27414,36.6,48894,17737,4415,16.1049099
33169,41626,34.4,45711,18790,7336,17.62360063
33170,14121,37.6,45929,18745,3049,21.59195524
33172,43356,41.3,50139,22032,5492,12.66722022
33173,33089,44.3,68382,34207,3499,10.57451117
33174,34403,41.6,51442,22152,4475,13.00758655
33175,53348,45.2,58945,25814,6604,12.37909575
33176,52288,40.9,72998,39596,4744,9.072827417
33177,57526,39.5,61033,21642,7138,12.40830233
33178,52206,35.7,79707,29094,6791,13.00808336
33179,44341,40.1,49016,27165,5068,11.4296024
33180,32441,48.9,74091,54996,2605,8.029962085
33181,20111,38.5,46139,31348,3131,15.5685943
33182,16607,43.1,80213,24339,775,4.66670681
33183,36725,43.1,59797,25859,4881,13.29067393
33184,21785,47.4,53480,22145,2207,10.13082396
33185,31359,40.1,89327,30865,2341,7.465161517
33186,68581,40.2,70529,28580,8017,11.68982663
33187,19392,41,80629,28127,1557,8.029084158
33189,25298,38.3,58190,25351,2818,11.13922049
33190,16147,36.9,64332,23911,2157,13.35851861
33193,49999,40.1,63337,24118,6761,13.52227045
33194,8081,38.1,118125,24168,432,5.345873036
33196,53047,37.6,76787,27969,4952,9.335117914
33301,14988,40.5,99382,81196,739,4.930611156
33304,18351,42.2,58290,51062,3025,16.48411531
33305,12222,51.7,74095,63587,888,7.265586647
33306,3124,52.9,71357,65475,201,6.434058899
33308,27294,58.1,64792,68916,2043,7.485161574
33309,40844,39,55134,24782,7044,17.24610714
33311,76073,34,36649,16449,23019,30.25909324
33312,55298,36,58144,28634,8618,15.58465044
33313,62842,34.5,38201,17052,12786,20.34626524
33314,27261,33.2,51635,24497,5105,18.72638568
33315,13801,42.5,76507,42180,1831,13.26715455
33316,9736,52.4,67477,76091,1210,12.42810189
33317,38427,40.5,67878,31592,5616,14.61472402
33319,46786,43.5,44993,26115,6804,14.54281195
33321,47413,47.8,49784,28443,5560,11.72674161
33322,39097,51.7,48179,33108,4093,10.46883393
33323,21651,38,88946,39249,734,3.390143642
33324,49045,37.5,70461,38168,4619,9.417881537
33325,29369,39.2,82805,37428,2191,7.460247199
33326,33155,41.1,93197,40632,2269,6.843613331
33327,23811,39.5,117906,48188,1762,7.399941204
33328,29626,38.5,92227,42250,2474,8.35077297
33330,15793,41.4,130208,53136,921,5.831697588
33331,25718,40.3,125608,49019,869,3.378956373
33332,11622,44,139984,56063,452,3.889175701
33334,29494,43.7,52303,33173,5051,17.12551705
33351,35769,36.2,60848,26890,4385,12.25921888
33401,28687,37.3,50824,35877,4674,16.29309443
33403,12794,36.5,58371,24432,1877,14.6709395
33404,29339,40,44165,26918,6994,23.83857664
33405,20633,40.9,55000,32206,3971,19.24586827
33406,27585,37.2,62785,28981,2334,8.461120174
33407,31551,35.9,45093,23338,7245,22.9628221
33408,18207,58.4,76030,65985,1155,6.343713956
33409,33212,33.2,49641,23814,6597,19.86330242
33410,35089,45.3,76371,49214,2673,7.617771951
33411,72546,40.9,75019,34794,5273,7.268491716
33412,15472,48.2,101196,50157,866,5.597207859
33413,17487,34.9,64714,26834,1757,10.04746383
33414,61323,40.2,86553,39526,4241,6.915839082
33415,51791,38,43567,20476,10012,19.33154409
33417,33743,43,37924,23308,6937,20.55833803
33418,40926,52.2,96311,63975,2452,5.991301373
33426,23866,43.5,61239,30820,2108,8.832648957
33428,41441,40.6,71239,34402,4292,10.35689293
33430,23172,31.8,24615,13564,9368,40.42810288
33431,21610,39.8,81381,48439,1602,7.413234614
33432,20487,55.5,77250,81867,2192,10.69946796
33433,40257,51.1,63774,45371,3323,8.254465062
33434,20486,62,60457,53369,1356,6.619154545
33435,36166,43.4,52210,32289,6100,16.86667035
33436,44489,45.8,60422,35549,4163,9.357369237
33437,38152,68.3,64612,44796,2201,5.769029147
33438,367,48.7,58750,22936,17,4.632152589
33440,19761,37.2,40883,20631,5628,28.48034006
33441,27323,43.8,48778,30602,4506,16.49160048
33442,28964,50.9,49599,32293,3093,10.67877365
33444,24597,39.7,56722,34160,3697,15.03028825
33445,31703,51.5,55274,37174,3216,10.1441504
33446,26006,68.3,57383,62926,2501,9.617011459
33449,12321,44.8,124107,49461,532,4.317831345
33455,22200,56.6,56987,49668,2303,10.37387387
33458,58714,40.8,85811,50252,5007,8.527778724
33460,32573,35.9,42329,23713,7747,23.78350167
33461,47735,35.8,44107,20895,9374,19.63758249
33462,33241,44,53428,33344,4758,14.31364881
33463,63577,34.9,54417,23395,9096,14.30706073
33467,54261,47.9,71821,37801,3718,6.852066862
33469,14924,55.7,82443,57427,945,6.332082552
33470,27317,41.7,85648,34193,2668,9.766811875
33471,6866,44,40074,18599,1164,16.95310224
33472,19925,54.6,76543,45632,1211,6.077791719
33473,12210,41,145245,52629,229,1.875511876
33476,8513,31.2,22199,12888,3472,40.78468225
33477,12608,67.1,81883,81161,803,6.368972081
33478,14067,47.9,109847,47922,480,3.412241416
33480,10031,69.9,116901,173218,583,5.811982853
33483,12703,57,90280,89432,1005,7.911516964
33484,26299,67.4,45200,38973,2189,8.3235104
33486,23325,44.8,80970,47816,2660,11.40407288
33487,20677,52.9,76786,60637,1585,7.665522078
33493,5532,40.5,31850,6625,510,9.219088937
33496,22530,58.1,94816,82016,1416,6.284953395
33498,15150,47.4,107242,48342,749,4.943894389
33503,162,43.9,-666666666,22428,16,9.87654321
33510,29574,38.5,59061,27098,3159,10.68167985
33511,58833,37.1,59862,29444,6100,10.3683307
33513,12713,45.1,39758,19600,1669,13.12829387
33514,2717,32.5,40994,15814,280,10.30548399
33521,557,44.2,31167,19978,61,10.95152603
33523,18835,39.6,48365,23886,3075,16.32598885
33525,20576,43.8,55103,26040,2976,14.46345257
33527,15092,37.5,62171,26676,3242,21.48157964
33534,17123,31.4,54125,20233,3396,19.83297319
33538,4728,55.3,36953,26411,836,17.68189509
33540,8652,53.6,35812,25311,1738,20.08784096
33541,21612,57.6,41681,25716,3593,16.62502314
33542,22057,52.8,35095,22872,3968,17.98975382
33543,28156,38.4,85855,35155,2303,8.179428896
33544,28187,38.1,84122,36078,1447,5.133572214
33545,19592,34.3,81687,31958,1291,6.589424255
33547,25907,36.4,107489,42902,1542,5.952059289
33548,7222,43.4,111841,47745,377,5.22016062
33549,17998,44,73251,35767,1306,7.256361818
33556,23182,44.7,103983,47974,1045,4.507807782
33558,24248,42,82928,43622,1122,4.627185747
33559,18473,34.9,68895,32460,2066,11.18389
33563,28033,36.1,46554,21703,5042,17.98594514
33565,17864,43.5,53606,26337,2829,15.83631885
33566,21505,38.4,65064,30033,2394,11.13229482
33567,12195,34.7,60170,25227,2230,18.28618286
33569,28442,40,70583,30587,2733,9.609028901
33570,29967,37.1,51429,24472,5616,18.74061468
33572,20380,45.9,88654,47161,1327,6.511285574
33573,23170,71.2,48644,37086,1949,8.411739318
33576,4543,63.4,63433,38923,383,8.430552498
33578,52486,33.3,64181,30567,6270,11.94604275
33579,36005,36.8,85033,32209,1998,5.549229274
33584,26798,40.4,62004,28013,3949,14.73617434
33585,1133,49.2,51326,26450,45,3.971756399
33592,11546,40.5,42308,23735,1957,16.94959293
33594,34941,42.2,64854,31573,3029,8.668899001
33596,30830,41.6,98993,38203,886,2.873824197
33597,7702,45.9,45335,21764,1444,18.74837704
33598,20053,35.2,66961,25485,3136,15.63855782
33602,15586,37.4,72824,61505,2610,16.74579751
33603,21366,34.8,48197,27220,5196,24.31901151
33604,39604,38.3,43094,24624,8744,22.07857792
33605,17655,34.8,25855,17610,6361,36.02945341
33606,20576,29.7,80878,54348,1872,9.097978227
33607,24384,38.2,44806,29049,5435,22.28920604
33609,18367,38.5,71225,57848,2318,12.62046061
33610,46799,33,36742,18317,11885,25.39584179
33611,33070,41.6,67421,47330,2998,9.065618385
33612,51745,33.2,32200,18536,15267,29.50429993
33613,36270,28.5,34932,24023,10389,28.64350703
33614,49060,37.5,41954,21126,9495,19.35385243
33615,47512,37.7,51672,27945,6912,14.54790369
33616,16781,35.8,63074,38364,2500,14.89780108
33617,47441,31.7,39700,25054,10858,22.8873759
33618,27352,45.5,70605,45809,1865,6.818514185
33619,40092,33.1,44085,21150,8072,20.13369251
33620,5318,19.3,-666666666,1595,11,0.206844678
33621,2751,20.4,72428,20989,63,2.290076336
33624,39803,41.3,69910,34569,3109,7.810969022
33625,27305,39.7,68634,33159,2960,10.8405054
33626,30743,38.1,107269,49875,1260,4.098493966
33629,27061,40.4,128248,71064,1226,4.530505155
33634,22719,37.9,57423,26417,3762,16.55882741
33635,18650,36.9,63899,32393,3096,16.60053619
33637,17555,30.1,52004,24879,2702,15.39162632
33647,71004,35.9,88649,43244,5903,8.313616134
33701,15728,48.8,39251,45375,2545,16.18133266
33702,32019,42.2,53243,34463,3409,10.64680346
33703,25699,46.2,77953,47788,1929,7.506128643
33704,16982,47.5,83031,64195,1203,7.083971264
33705,28857,41.4,50637,29609,6485,22.47288353
33706,16321,59.6,75636,61977,1073,6.574352062
33707,24767,57.1,51279,38831,2655,10.71990956
33708,16083,59.7,62924,48733,1507,9.370142386
33709,24619,51.3,42111,25650,3533,14.35070474
33710,34222,44.6,60463,32878,2935,8.576354392
33711,19706,40,46628,27076,3102,15.74139856
33712,24738,38.8,47690,25169,4710,19.03953432
33713,32348,42.2,56999,29726,4227,13.06726846
33714,21866,39.1,38245,19689,4978,22.76593799
33715,7296,64.6,91386,69795,383,5.249451754
33716,18242,32.7,56867,38026,2498,13.69367394
33744,122,57.5,-666666666,6366,56,45.90163934
33755,26616,39,39406,24395,6300,23.66997295
33756,33971,45.3,44271,31403,6124,18.0271408
33759,18236,44.6,52344,33554,1927,10.56701031
33760,17336,37,52465,27460,3191,18.40678357
33761,19794,54.7,54151,34776,1636,8.265130848
33762,8355,44.3,68411,35406,906,10.8438061
33763,19730,56,44790,29591,2209,11.196148
33764,27320,50.6,52760,34380,2656,9.72181552
33765,14744,45.7,46297,28224,2199,14.91454151
33767,7452,65,83770,76695,823,11.04401503
33770,26627,47.5,46355,32752,3716,13.95575919
33771,30365,50.6,42528,25302,3361,11.06866458
33772,23125,49.8,55200,35152,2133,9.223783784
33773,17595,47.5,52884,31673,1820,10.34384768
33774,18097,50.5,55394,33152,2391,13.21213461
33776,13573,49.8,80703,41071,429,3.160686657
33777,16748,50.4,65207,38405,1387,8.281585861
33778,14582,48.7,50150,31395,1481,10.15635715
33781,24856,41.8,42936,25895,4286,17.24332153
33782,23443,48,54063,28380,2283,9.738514695
33785,5432,60.6,72222,64639,564,10.38291605
33786,1565,58.4,85500,71606,136,8.690095847
33801,34370,33.6,36031,17045,8934,25.99359907
33803,29460,42.6,52832,34338,3114,10.57026477
33805,25529,37,34525,20936,7667,30.03251205
33809,30347,45.2,54465,26530,3495,11.51678914
33810,51139,40.9,58285,25870,6432,12.57748489
33811,22293,40.2,62678,30360,1935,8.679854663
33812,12998,40.4,79688,32485,640,4.923834436
33813,38214,42.8,83521,38421,1451,3.797037735
33815,15148,39.6,32193,18224,3450,22.77528387
33823,33615,39.1,50309,24124,6206,18.46199613
33825,26420,42.5,38579,22524,6083,23.02422407
33827,3062,36.9,62631,29594,390,12.73677335
33830,28884,37.2,51083,24433,4824,16.70128791
33834,7524,36.8,48471,13381,1459,19.39128123
33837,30634,39.9,57337,24895,4184,13.65802703
33838,4358,30.2,38899,14168,1051,24.11656723
33839,3356,38.6,50335,24035,562,16.74612634
33841,8969,38.9,43653,22500,1338,14.91805106
33843,11032,46.9,42668,17927,1536,13.9231327
33844,36701,40.3,41883,20157,7165,19.52262881
33847,176,23.7,65750,15765,28,15.90909091
33848,1022,29.5,55750,10697,382,37.3776908
33849,1171,43.3,45640,20166,318,27.15627669
33850,8324,44,48341,25123,1644,19.75012013
33851,1153,37.8,48519,23482,98,8.499566349
33852,21099,55.4,39421,27447,4628,21.93468885
33853,11649,37.1,37689,20246,2474,21.2378745
33854,294,61.2,33750,28479,83,28.23129252
33855,0,-666666666,-666666666,-666666666,0,
33856,270,71.3,27986,22502,0,0
33857,2377,52.2,28546,20062,759,31.93100547
33859,11025,48.2,43688,20729,1514,13.7324263
33860,26893,34,51904,21275,4119,15.3162533
33865,958,52.7,57917,17089,249,25.99164927
33867,327,74.1,39038,27307,49,14.98470948
33868,12081,43,51250,21261,1514,12.53207516
33870,22284,49.4,32364,21398,4822,21.63884401
33872,15923,62.5,46574,28471,1588,9.972995039
33873,14162,33.9,37766,19519,3285,23.19587629
33875,11522,51.8,54054,31513,675,5.858357924
33876,4888,60.8,51088,27151,411,8.408346972
33877,618,18.9,-666666666,9162,0,0
33880,40519,39.2,44239,21828,7562,18.66284953
33881,34340,46.6,40897,23613,7732,22.51601631
33884,32019,45.9,60298,31517,2999,9.366313751
33890,4773,32.2,36082,19755,1146,24.01005657
33896,11654,35,63958,25501,1391,11.93581603
33897,22752,37.5,60430,24966,2414,10.61005626
33898,16931,47.7,45193,25583,3300,19.49087473
33901,21364,42.8,38112,29332,3922,18.3579854
33903,22657,59.6,43870,29285,3329,14.69303085
33904,31086,56.5,51861,33262,3266,10.50633726
33905,37492,40.6,51634,24303,5227,13.94164088
33907,24429,40.9,42530,24689,4586,18.77277007
33908,36513,64.9,59596,48537,4031,11.0399036
33909,31750,38.5,60105,23732,3112,9.801574803
33912,18646,59.7,77333,52512,921,4.93939719
33913,25497,49.3,85268,44221,1477,5.792838373
33914,38281,51.1,65381,35951,3230,8.437606123
33916,24907,32.6,36349,19346,6279,25.20978038
33917,30049,59.5,49671,28990,4847,16.13032048
33919,30330,57.4,56932,38136,2452,8.08440488
33920,6243,50.7,78377,35999,340,5.446099632
33921,813,62.6,101250,53765,84,10.33210332
33922,4108,63.1,47143,29192,577,14.04576436
33924,195,39.7,-666666666,26379,101,51.79487179
33928,25141,61.8,79078,48655,1592,6.332285907
33930,930,29.3,52713,27237,169,18.17204301
33931,10566,68.4,64738,56810,1117,10.5716449
33935,23513,33.5,39098,18127,4988,21.21379662
33936,24517,45.1,38567,19850,6259,25.52922462
33944,219,12.8,-666666666,,0,0
33945,0,-666666666,-666666666,-666666666,0,
33946,2104,68,93547,74742,121,5.75095057
33947,9096,65.1,53302,35835,731,8.03649956
33948,17122,57.5,47394,27586,1863,10.88073823
33950,23299,65.8,57852,43819,2282,9.794411777
33952,33390,50.9,42484,25069,6028,18.05330937
33953,6741,64.8,56451,40104,664,9.850170598
33954,10573,53.6,60841,31658,821,7.76506195
33955,11436,59.4,65558,40343,912,7.974816369
33956,3489,63.8,51774,38633,400,11.46460304
33957,7319,66.9,108081,88413,486,6.6402514
33960,672,53.1,39514,20725,82,12.20238095
33965,1735,19.6,-666666666,10182,0,0
33966,10065,51,64686,45112,347,3.447590661
33967,25129,36.8,67996,30828,4084,16.25213896
33971,27941,33.8,53840,19433,4972,17.7946387
33972,15515,40.8,62092,21997,2149,13.85111183
33973,17161,27.9,42991,14329,5510,32.10768603
33974,17757,33,49645,18486,2951,16.61879822
33976,18245,31.4,50190,18225,2654,14.54645108
33980,13342,64.3,46451,27389,1463,10.96537251
33981,11407,59.9,55568,28340,908,7.960024546
33982,10391,55.1,49750,27246,977,9.402367433
33983,15100,55.6,58148,32859,1295,8.57615894
33990,34657,47.1,59541,28147,4783,13.80096373
33991,22516,43.9,69179,31476,1810,8.038728016
33993,27905,41.4,67680,26436,3169,11.35638774
34101,0,-666666666,-666666666,-666666666,0,
34102,11548,62,85938,99296,1264,10.94561829
34103,13129,64,95559,90106,825,6.283799223
34104,24520,54.5,53303,32591,2911,11.87194127
34105,18011,57.3,87617,69068,826,4.586086281
34108,16450,65.5,100705,88259,1113,6.765957447
34109,24251,54.8,72095,52403,1846,7.612057235
34110,23988,62.1,78410,61850,1951,8.133233283
34112,27064,59.3,57792,35163,3204,11.83860479
34113,22175,51.6,57365,37012,2126,9.587373168
34114,18223,62.3,60746,40434,1848,10.14103057
34116,36111,35,52131,21080,5264,14.57727562
34117,17039,40.6,77035,27326,1245,7.306766829
34119,32911,51.5,92266,49686,2312,7.025006837
34120,35498,41.6,83398,35910,2758,7.7694518
34134,14992,68.3,91019,93474,671,4.475720384
34135,47356,56.7,66616,41111,4301,9.082270462
34137,651,11.9,-666666666,8241,394,60.52227343
34138,340,59.7,-666666666,30521,49,14.41176471
34139,204,52.5,61250,39263,4,1.960784314
34140,337,26.6,30489,9500,126,37.38872404
34141,67,45.2,-666666666,25272,0,0
34142,30534,29.9,35172,14220,10238,33.52983559
34145,17834,65.3,86215,68583,1075,6.027812044
34201,3997,67.6,95164,67994,89,2.226670003
34202,24637,50.9,102703,57172,1032,4.188821691
34203,38971,47.4,54558,27387,5018,12.87624131
34205,32294,43.4,42816,24791,6029,18.66910262
34207,36292,45.6,39812,22892,6500,17.91028326
34208,40998,36.9,48664,23224,7785,18.98873116
34209,35172,55.3,60037,37580,3161,8.987262595
34210,16462,53.8,49662,35233,2039,12.38610132
34211,8898,56.6,109194,57679,287,3.22544392
34212,21244,47.1,96307,42025,1199,5.643946526
34215,596,62.9,48015,33744,42,7.046979866
34216,724,66.9,74000,51563,40,5.524861878
34217,5079,64.2,68029,63257,465,9.15534554
34219,24750,45.3,83831,37713,880,3.555555556
34221,46357,44.7,57983,28564,6154,13.27523351
34222,11659,59.2,54718,31075,877,7.522085942
34223,18336,66.5,54586,38890,1503,8.196989529
34224,16422,60.7,45210,29193,1534,9.341127755
34228,7283,71.3,114762,99167,225,3.089386242
34229,7674,59.4,87039,56153,481,6.267917644
34231,30341,53.7,53332,38568,3488,11.49599552
34232,35240,46.5,67146,35416,3021,8.572644722
34233,17767,54.2,65738,39199,1432,8.059886306
34234,21932,43.8,38243,22854,5683,25.91190954
34235,15303,54.8,58740,36952,1259,8.227145004
34236,13217,65.5,69331,72799,1391,10.52432473
34237,18071,43.1,47756,26407,2149,11.89198163
34238,20049,64.3,76465,57903,996,4.967828819
34239,15716,48.9,60733,43871,1248,7.940951896
34240,11442,49.5,92000,49664,863,7.542387694
34241,15568,52.4,83316,42367,844,5.421377184
34242,7465,67,111190,89800,437,5.853985265
34243,31901,53.6,64847,35650,2777,8.705056268
34251,7115,42.2,72500,30149,375,5.270555165
34266,32229,38.1,34078,16902,9037,28.03996401
34268,157,65,-666666666,11706,0,0
